DEVICE;TYPEID;M;N;K;S;GFLOPS;BS;BM;BN;BK;WS;WG;LU;NZ;AL;TB;TC;AP;AA;AB;AC
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;22;32;30000;4719.7;15;22;1;1;1;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;32;9;30000;1829.3;17;8;1;9;1;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;32;22;30000;5227.7;25;22;1;1;1;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;22;32;32;30000;5858.0;16;22;1;1;1;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;23;23;23;30000;3454.9;8;23;1;1;23;0;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;5;5;30000;1098.7;15;24;1;18;24;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;5;13;30000;1107.2;8;8;1;1;1;0;0;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;5;16;30000;1655.1;15;8;1;17;24;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;5;24;30000;1789.0;15;8;1;11;24;0;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;5;26;30000;1766.7;15;8;1;14;24;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;5;32;30000;1364.3;8;8;1;1;24;-2;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;13;5;30000;1437.3;25;8;1;24;1;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;13;13;30000;2967.0;16;24;1;1;24;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;13;24;30000;2093.4;13;8;1;13;24;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;13;26;30000;3497.6;15;24;1;1;24;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;13;32;30000;1738.6;5;8;1;1;24;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;16;5;30000;1645.7;15;8;1;21;1;-2;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;24;5;30000;2375.8;43;24;1;20;24;-1;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;24;13;30000;3689.0;25;24;1;1;24;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;24;24;30000;3353.3;15;24;1;18;1;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;24;26;30000;4732.1;15;24;1;1;1;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;24;32;30000;2657.8;8;8;1;1;1;0;-2;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;26;5;30000;2442.2;46;24;1;22;26;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;26;13;30000;3885.6;25;24;1;1;26;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;26;24;30000;2788.6;12;8;1;19;1;0;3;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;26;26;30000;4936.9;15;24;1;1;26;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;26;32;30000;2406.7;8;8;1;1;26;1;3;0;0;0;1;0;0;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;32;5;30000;2578.4;41;24;1;9;32;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;32;13;30000;4431.3;25;24;1;1;32;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;32;24;30000;4030.9;15;24;1;21;1;0;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;32;26;30000;2742.6;13;8;1;13;32;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;24;32;32;30000;2568.5;12;8;1;1;1;-2;-2;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;4;30000;794.5;15;25;1;9;25;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;5;30000;749.5;15;25;1;11;25;-2;3;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;7;30000;909.0;15;8;1;25;25;-2;1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;9;30000;952.7;15;8;1;15;25;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;13;30000;1064.6;16;8;1;21;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;25;30000;1319.1;15;25;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;26;30000;1137.4;15;8;1;8;25;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;28;30000;1342.2;15;25;1;1;25;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;32;30000;1101.0;15;8;1;20;25;-2;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;4;45;30000;1411.3;15;25;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;4;30000;731.3;15;8;1;18;1;0;0;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;5;30000;1024.3;15;25;1;2;25;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;7;30000;989.7;15;8;1;10;25;-2;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;9;30000;1043.1;15;8;1;5;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;13;30000;1468.6;15;25;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;25;30000;1183.5;15;8;1;19;25;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;26;30000;1223.6;15;8;1;18;25;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;28;30000;1676.2;15;25;1;1;25;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;32;30000;1103.3;15;8;1;20;25;-2;4;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;5;45;30000;1699.4;15;25;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;4;30000;1199.5;15;25;1;5;25;-1;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;5;30000;1286.2;15;25;1;7;25;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;7;30000;1037.4;15;8;1;5;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;9;30000;1101.8;8;8;1;1;25;0;4;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;13;30000;1179.3;15;8;1;7;25;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;25;30000;2229.9;15;25;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;26;30000;2175.9;15;25;1;1;25;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;28;30000;1145.8;15;8;1;5;25;1;4;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;32;30000;1166.8;15;8;1;7;25;0;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;7;45;30000;2276.4;15;25;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;4;30000;1346.7;15;25;1;1;25;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;5;30000;1520.2;15;25;1;8;25;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;7;30000;1038.8;10;8;1;7;25;-1;1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;9;30000;1181.1;30;8;1;8;25;0;4;0;0;0;1;0;1;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;13;30000;2322.2;15;25;1;1;25;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;25;30000;1265.0;6;8;1;7;25;0;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;26;30000;1264.5;6;8;1;19;25;0;1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;28;30000;1222.5;6;8;1;2;25;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;32;30000;2783.7;15;25;1;1;25;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;9;45;30000;2837.0;15;25;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;4;30000;1663.7;25;25;1;12;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;5;30000;1776.7;25;25;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;7;30000;1387.2;30;8;1;14;25;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;9;30000;1456.7;15;8;1;1;25;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;13;30000;2604.2;15;25;1;6;25;-2;0;0;0;0;1;0;1;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;14;30000;3091.1;15;25;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;25;30000;1423.6;10;8;1;23;25;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;26;30000;3645.5;15;25;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;28;30000;3841.6;15;25;1;1;25;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;32;30000;3869.2;15;25;1;1;25;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;13;45;30000;3915.0;15;25;1;1;25;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;14;13;30000;3155.0;16;25;1;1;25;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;14;14;30000;1656.8;15;8;1;1;25;0;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;14;25;30000;3738.3;16;25;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;14;26;30000;3811.0;16;25;1;1;25;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;14;32;30000;2537.0;15;25;1;1;25;-2;-2;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;4;30000;2035.3;50;25;1;1;25;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;5;30000;2322.9;28;25;1;19;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;7;30000;1519.6;17;8;1;21;25;-2;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;9;30000;1546.5;16;8;1;13;25;0;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;13;30000;3793.6;25;25;1;1;25;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;14;30000;3867.1;25;25;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;25;30000;4659.9;15;25;1;1;1;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;26;30000;4777.6;16;25;1;1;25;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;28;30000;4972.8;15;25;1;1;25;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;32;30000;1686.4;8;8;1;18;25;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;25;45;30000;4932.0;15;25;1;1;25;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;4;30000;2042.8;46;25;1;22;26;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;5;30000;2388.8;30;25;1;10;26;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;7;30000;1541.3;17;8;1;23;26;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;9;30000;1584.6;30;8;1;1;26;-1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;13;30000;3903.3;25;25;1;1;26;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;14;30000;3976.8;17;25;1;1;26;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;25;30000;4704.2;16;25;1;1;26;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;26;30000;4862.3;15;25;1;1;26;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;28;30000;1752.8;6;8;1;20;26;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;32;30000;5202.6;15;25;1;1;26;0;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;26;45;30000;5044.6;15;25;1;1;26;0;-1;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;4;30000;2192.0;50;25;1;1;28;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;5;30000;2470.2;30;25;1;20;28;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;7;30000;1561.6;17;8;1;11;28;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;9;30000;1567.0;13;8;1;8;28;0;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;13;30000;3826.7;17;25;1;1;28;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;25;30000;5063.2;15;25;1;1;28;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;26;30000;5021.8;17;25;1;1;28;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;28;30000;5238.2;15;25;1;1;28;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;32;30000;5400.0;15;25;1;1;28;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;28;45;30000;5435.1;15;25;1;1;28;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;4;30000;2311.9;50;25;1;1;32;-2;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;5;30000;2520.0;41;25;1;16;32;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;7;30000;1738.5;59;8;1;10;32;0;1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;9;30000;1769.2;14;8;1;10;32;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;13;30000;4529.5;25;25;1;1;32;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;14;30000;4422.1;18;25;1;1;32;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;25;30000;5582.3;15;25;1;1;32;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;26;30000;5618.7;16;25;1;1;32;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;28;30000;5867.5;15;25;1;1;32;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;32;30000;6012.8;15;25;1;1;32;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;32;45;30000;5997.3;15;25;1;1;32;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;4;30000;2345.7;61;25;1;21;45;1;-2;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;5;30000;2790.1;50;25;1;9;45;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;7;30000;1742.5;16;8;1;21;45;-1;1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;9;30000;1793.1;14;8;1;6;45;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;13;30000;4406.9;30;25;1;1;45;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;25;30000;4865.5;30;25;1;1;45;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;26;30000;1895.0;7;8;1;4;45;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;28;30000;1837.0;7;8;1;18;45;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;32;30000;4818.5;31;25;1;1;45;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;25;45;45;30000;4796.7;30;25;1;1;45;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;4;30000;614.1;12;8;1;26;1;-1;1;0;0;0;1;0;2;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;5;30000;771.9;15;8;1;15;26;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;7;30000;929.1;15;8;1;12;26;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;9;30000;979.2;15;8;1;3;26;-2;-1;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;13;30000;1096.2;15;8;1;26;26;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;25;30000;1159.9;15;8;1;20;26;1;-1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;26;30000;1159.7;15;8;1;24;26;0;1;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;28;30000;1321.8;15;26;1;1;26;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;32;30000;1345.0;15;26;1;1;26;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;4;45;30000;779.7;15;8;1;4;26;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;4;30000;979.5;15;26;1;8;26;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;5;30000;735.7;9;8;1;1;1;1;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;7;30000;1002.7;15;8;1;19;26;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;9;30000;1064.0;15;8;1;25;26;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;13;30000;841.1;8;26;1;8;1;0;0;0;0;0;1;0;0;2;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;16;30000;1206.5;15;8;1;20;26;-1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;24;30000;1216.1;15;8;1;17;26;-2;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;25;30000;1725.4;15;26;1;1;26;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;26;30000;1238.9;15;8;1;11;26;1;0;0;0;0;1;0;2;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;28;30000;1155.1;15;8;1;2;26;0;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;32;30000;1104.9;15;8;1;20;26;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;5;45;30000;1819.4;15;26;1;1;26;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;4;30000;1193.4;15;26;1;26;26;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;5;30000;1302.4;15;26;1;1;26;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;7;30000;1071.2;15;8;1;5;26;1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;9;30000;1104.7;15;8;1;16;26;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;13;30000;1277.1;8;8;1;1;26;-2;0;0;0;0;1;0;2;0;0;0
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;25;30000;2253.1;15;26;1;1;26;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;26;30000;2002.2;15;26;1;1;26;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;28;30000;2236.0;15;26;1;1;26;1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;32;30000;2234.1;15;26;1;1;26;-2;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;7;45;30000;2387.3;15;26;1;1;26;1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;4;30000;1368.3;15;26;1;11;26;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;5;30000;1539.1;15;26;1;1;26;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;7;30000;1062.1;13;8;1;13;26;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;9;30000;1136.3;10;8;1;14;26;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;13;30000;1226.7;10;8;1;18;26;-2;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;25;30000;1288.1;6;8;1;24;26;-1;0;0;0;0;1;0;0;2;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;26;30000;1290.7;6;8;1;22;26;-1;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;28;30000;2744.6;15;26;1;1;26;-1;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;32;30000;2750.5;15;26;1;1;26;0;0;0;0;0;1;0;2;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;9;45;30000;2997.0;15;26;1;1;26;-2;0;0;0;0;1;0;0;0;0;1
Intel(R) Data Center GPU Max 1550 [0x0bd5];3;26;13;4;30000;1656.2;25;26;1;5;26;-1;0;0;0;0;1;0;2;0;0;1
